frontendId,fileName,catalog,title,titleCN,slug,tags,difficulty,status,similar
2903,2903,2900-2999,Find Indices With Index and Value Difference I,找出满足差值条件的下标 I,find-indices-with-index-and-value-difference-i,"Array|array|数组,Two Pointers|two-pointers|双指针",Easy,False,2817|2905
2918,2918,2900-2999,Minimum Equal Sum of Two Arrays After Replacing Zeros,数组的最小相等和,minimum-equal-sum-of-two-arrays-after-replacing-zeros,"Greedy|greedy|贪心,Array|array|数组",Medium,False,
2905,2905,2900-2999,Find Indices With Index and Value Difference II,找出满足差值条件的下标 II,find-indices-with-index-and-value-difference-ii,"Array|array|数组,Two Pointers|two-pointers|双指针",Medium,False,2817|2903
2913,2913,2900-2999,Subarrays Distinct Element Sum of Squares I,子数组不同元素数目的平方和 I,subarrays-distinct-element-sum-of-squares-i,"Array|array|数组,Hash Table|hash-table|哈希表",Easy,False,
2910,2910,2900-2999,Minimum Number of Groups to Create a Valid Assignment,合法分组的最少组数,minimum-number-of-groups-to-create-a-valid-assignment,"Greedy|greedy|贪心,Array|array|数组,Hash Table|hash-table|哈希表",Medium,False,
2873,2873,2800-2899,Maximum Value of an Ordered Triplet I,有序三元组中的最大值 I,maximum-value-of-an-ordered-triplet-i,Array|array|数组,Easy,False,2367|2908
2893,2893,2800-2899,Calculate Orders Within Each Interval,计算每个区间内的订单,calculate-orders-within-each-interval,Database|database|数据库,Medium,False,
2874,2874,2800-2899,Maximum Value of an Ordered Triplet II,有序三元组中的最大值 II,maximum-value-of-an-ordered-triplet-ii,Array|array|数组,Medium,False,0042|2012|2909
2895,2895,2800-2899,Minimum Processing Time,最小处理时间,minimum-processing-time,"Greedy|greedy|贪心,Array|array|数组,Sorting|sorting|排序",Medium,False,
2863,2863,2800-2899,Maximum Length of Semi-Decreasing Subarrays,最长半递减子数组的长度,maximum-length-of-semi-decreasing-subarrays,"Stack|stack|栈,Array|array|数组,Sorting|sorting|排序,Monotonic Stack|monotonic-stack|单调栈",Medium,False,
2854,2854,2800-2899,Rolling Average Steps,滚动平均步数,rolling-average-steps,Database|database|数据库,Medium,False,
2853,2853,2800-2899,Highest Salaries Difference,最高薪水差异,highest-salaries-difference,Database|database|数据库,Easy,False,
2897,2897,2800-2899,Apply Operations on Array to Maximize Sum of Squares,对数组执行操作使平方和最大,apply-operations-on-array-to-maximize-sum-of-squares,"Greedy|greedy|贪心,Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Hash Table|hash-table|哈希表",Hard,False,3022
2901,2901,2900-2999,Longest Unequal Adjacent Groups Subsequence II,最长相邻不相等子序列 II,longest-unequal-adjacent-groups-subsequence-ii,"Array|array|数组,String|string|字符串,Dynamic Programming|dynamic-programming|动态规划",Medium,False,
2875,2875,2800-2899,Minimum Size Subarray in Infinite Array,无限数组的最短子数组,minimum-size-subarray-in-infinite-array,"Array|array|数组,Hash Table|hash-table|哈希表,Prefix Sum|prefix-sum|前缀和,Sliding Window|sliding-window|滑动窗口",Medium,False,
2900,2900,2900-2999,Longest Unequal Adjacent Groups Subsequence I,最长相邻不相等子序列 I,longest-unequal-adjacent-groups-subsequence-i,"Greedy|greedy|贪心,Array|array|数组,String|string|字符串,Dynamic Programming|dynamic-programming|动态规划",Easy,False,
2904,2904,2900-2999,Shortest and Lexicographically Smallest Beautiful String,最短且字典序最小的美丽子字符串,shortest-and-lexicographically-smallest-beautiful-string,"String|string|字符串,Sliding Window|sliding-window|滑动窗口",Medium,False,
2852,2852,2800-2899,Sum of Remoteness of All Cells,所有单元格的远离程度之和,sum-of-remoteness-of-all-cells,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Union Find|union-find|并查集,Array|array|数组,Hash Table|hash-table|哈希表,Matrix|matrix|矩阵",Medium,False,
2876,2876,2800-2899,Count Visited Nodes in a Directed Graph,有向图访问计数,count-visited-nodes-in-a-directed-graph,"Graph|graph|图,Memoization|memoization|记忆化搜索,Dynamic Programming|dynamic-programming|动态规划",Hard,False,
2916,2916,2900-2999,Subarrays Distinct Element Sum of Squares II,子数组不同元素数目的平方和 II,subarrays-distinct-element-sum-of-squares-ii,"Binary Indexed Tree|binary-indexed-tree|树状数组,Segment Tree|segment-tree|线段树,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Hard,False,
2865,2865,2800-2899,Beautiful Towers I,美丽塔 I,beautiful-towers-i,"Stack|stack|栈,Array|array|数组,Monotonic Stack|monotonic-stack|单调栈",Medium,False,0941|1671|2355
2858,2858,2800-2899,Minimum Edge Reversals So Every Node Is Reachable,可以到达每一个节点的最少边反转次数,minimum-edge-reversals-so-every-node-is-reachable,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Graph|graph|图,Dynamic Programming|dynamic-programming|动态规划",Hard,False,1466
2847,2847,2800-2899,Smallest Number With Given Digit Product,给定数字乘积的最小数字,smallest-number-with-given-digit-product,"Greedy|greedy|贪心,Math|math|数学",Medium,False,
2866,2866,2800-2899,Beautiful Towers II,美丽塔 II,beautiful-towers-ii,"Stack|stack|栈,Array|array|数组,Monotonic Stack|monotonic-stack|单调栈",Medium,False,1671|2355
2931,2931,2900-2999,Maximum Spending After Buying Items,购买物品的最大开销,maximum-spending-after-buying-items,"Greedy|greedy|贪心,Array|array|数组,Matrix|matrix|矩阵,Sorting|sorting|排序,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,1423|1770
2867,2867,2800-2899,Count Valid Paths in a Tree,统计树中的合法路径数目,count-valid-paths-in-a-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Math|math|数学,Dynamic Programming|dynamic-programming|动态规划,Number Theory|number-theory|数论",Hard,False,2791
2838,2838,2800-2899,Maximum Coins Heroes Can Collect,英雄可以获得的最大金币数,maximum-coins-heroes-can-collect,"Array|array|数组,Two Pointers|two-pointers|双指针,Binary Search|binary-search|二分查找,Prefix Sum|prefix-sum|前缀和,Sorting|sorting|排序",Medium,False,
2915,2915,2900-2999,Length of the Longest Subsequence That Sums to Target,和为目标值的最长子序列的长度,length-of-the-longest-subsequence-that-sums-to-target,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Medium,False,0322|0518|3201|3202
2861,2861,2800-2899,Maximum Number of Alloys,最大合金数,maximum-number-of-alloys,"Array|array|数组,Binary Search|binary-search|二分查找",Medium,False,
2860,2860,2800-2899,Happy Students,让所有学生保持开心的分组方法数,happy-students,"Array|array|数组,Enumeration|enumeration|枚举,Sorting|sorting|排序",Medium,False,
2859,2859,2800-2899,Sum of Values at Indices With K Set Bits,计算 K 置位下标对应元素的和,sum-of-values-at-indices-with-k-set-bits,"Bit Manipulation|bit-manipulation|位运算,Array|array|数组",Easy,False,0338|2917
2870,2870,2800-2899,Minimum Number of Operations to Make Array Empty,使数组为空的最少操作次数,minimum-number-of-operations-to-make-array-empty,"Greedy|greedy|贪心,Array|array|数组,Hash Table|hash-table|哈希表,Counting|counting|计数",Medium,False,
2837,2837,2800-2899,Total Traveled Distance,总旅行距离,total-traveled-distance,Database|database|数据库,Easy,False,
2832,2832,2800-2899,Maximal Range That Each Element Is Maximum in It,每个元素为最大值的最大范围,maximal-range-that-each-element-is-maximum-in-it,"Stack|stack|栈,Array|array|数组,Monotonic Stack|monotonic-stack|单调栈",Medium,False,
2846,2846,2800-2899,Minimum Edge Weight Equilibrium Queries in a Tree,边权重均等查询,minimum-edge-weight-equilibrium-queries-in-a-tree,"Tree|tree|树,Graph|graph|图,Array|array|数组,Strongly Connected Component|strongly-connected-component|强连通分量",Hard,False,1483
2820,2820,2800-2899,Election Results,选举结果,election-results,,Medium,False,
2850,2850,2800-2899,Minimum Moves to Spread Stones Over Grid,将石头分散到网格图的最少移动次数,minimum-moves-to-spread-stones-over-grid,"Breadth-First Search|breadth-first-search|广度优先搜索,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Matrix|matrix|矩阵",Medium,False,1769|2998
2902,2902,2900-2999,Count of Sub-Multisets With Bounded Sum,和带限制的子多重集合的数目,count-of-sub-multisets-with-bounded-sum,"Array|array|数组,Hash Table|hash-table|哈希表,Dynamic Programming|dynamic-programming|动态规划,Sliding Window|sliding-window|滑动窗口",Hard,False,0322|0518
2856,2856,2800-2899,Minimum Array Length After Pair Removals,删除数对后的最小数组长度,minimum-array-length-after-pair-removals,"Greedy|greedy|贪心,Array|array|数组,Hash Table|hash-table|哈希表,Two Pointers|two-pointers|双指针,Binary Search|binary-search|二分查找,Counting|counting|计数",Medium,False,2576
2871,2871,2800-2899,Split Array Into Maximum Number of Subarrays,将数组分割成最多数目的子数组,split-array-into-maximum-number-of-subarrays,"Greedy|greedy|贪心,Bit Manipulation|bit-manipulation|位运算,Array|array|数组",Medium,False,
2819,2819,2800-2899,Minimum Relative Loss After Buying Chocolates,购买巧克力后的最小相对损失,minimum-relative-loss-after-buying-chocolates,"Array|array|数组,Binary Search|binary-search|二分查找,Prefix Sum|prefix-sum|前缀和,Sorting|sorting|排序",Hard,False,
2883,2883,2800-2899,Drop Missing Data,删去丢失的数据,drop-missing-data,,Easy,False,
2880,2880,2800-2899,Select Data,数据选取,select-data,,Easy,False,
2878,2878,2800-2899,Get the Size of a DataFrame,获取 DataFrame 的大小,get-the-size-of-a-dataframe,,Easy,False,
2889,2889,2800-2899,Reshape Data: Pivot,数据重塑：透视,reshape-data-pivot,,Easy,False,
2886,2886,2800-2899,Change Data Type,改变数据类型,change-data-type,,Easy,False,
2890,2890,2800-2899,Reshape Data: Melt,重塑数据：融合,reshape-data-melt,,Easy,False,
2882,2882,2800-2899,Drop Duplicate Rows,删去重复的行,drop-duplicate-rows,,Easy,False,
2887,2887,2800-2899,Fill Missing Data,填充缺失值,fill-missing-data,,Easy,False,
2879,2879,2800-2899,Display the First Three Rows,显示前三行,display-the-first-three-rows,,Easy,False,
2885,2885,2800-2899,Rename Columns,重命名列,rename-columns,,Easy,False,
2888,2888,2800-2899,Reshape Data: Concatenate,重塑数据：连结,reshape-data-concatenate,,Easy,False,
2884,2884,2800-2899,Modify Columns,修改列,modify-columns,,Easy,False,
2881,2881,2800-2899,Create a New Column,创建新列,create-a-new-column,,Easy,False,
2872,2872,2800-2899,Maximum Number of K-Divisible Components,可以被 K 整除连通块的最大数目,maximum-number-of-k-divisible-components,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索",Hard,False,2440
2877,2877,2800-2899,Create a DataFrame from List,从表中创建 DataFrame,create-a-dataframe-from-list,,Easy,False,
2864,2864,2800-2899,Maximum Odd Binary Number,最大二进制奇数,maximum-odd-binary-number,"Greedy|greedy|贪心,Math|math|数学,String|string|字符串",Easy,False,
2891,2891,2800-2899,Method Chaining,方法链,method-chaining,,Easy,False,
2844,2844,2800-2899,Minimum Operations to Make a Special Number,生成特殊数字的最少操作,minimum-operations-to-make-a-special-number,"Greedy|greedy|贪心,Math|math|数学,String|string|字符串,Enumeration|enumeration|枚举",Medium,False,0402|2259
2842,2842,2800-2899,Count K-Subsequences of a String With Maximum Beauty,统计一个字符串的 k 子序列美丽值最大的数目,count-k-subsequences-of-a-string-with-maximum-beauty,"Greedy|greedy|贪心,Hash Table|hash-table|哈希表,Math|math|数学,String|string|字符串,Combinatorics|combinatorics|组合数学",Hard,False,0940
2862,2862,2800-2899,Maximum Element-Sum of a Complete Subset of Indices,完全子集的最大元素和,maximum-element-sum-of-a-complete-subset-of-indices,"Array|array|数组,Math|math|数学,Number Theory|number-theory|数论",Hard,False,1425|1911
2849,2849,2800-2899,Determine if a Cell Is Reachable at a Given Time,判断能否在给定时间到达单元格,determine-if-a-cell-is-reachable-at-a-given-time,Math|math|数学,Medium,False,0780
2814,2814,2800-2899,Minimum Time Takes to Reach Destination Without Drowning,避免淹死并到达目的地的最短时间,minimum-time-takes-to-reach-destination-without-drowning,"Breadth-First Search|breadth-first-search|广度优先搜索,Array|array|数组,Matrix|matrix|矩阵",Hard,False,
2869,2869,2800-2899,Minimum Operations to Collect Elements,收集元素的最少操作次数,minimum-operations-to-collect-elements,"Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Hash Table|hash-table|哈希表",Easy,False,1441
2896,2896,2800-2899,Apply Operations to Make Two Strings Equal,执行操作使两个字符串相等,apply-operations-to-make-two-strings-equal,"String|string|字符串,Dynamic Programming|dynamic-programming|动态规划",Medium,False,
2855,2855,2800-2899,Minimum Right Shifts to Sort the Array,使数组成为递增数组的最少右移次数,minimum-right-shifts-to-sort-the-array,Array|array|数组,Easy,False,
2836,2836,2800-2899,Maximize Value of Function in a Ball Passing Game,在传球游戏中最大化函数值,maximize-value-of-function-in-a-ball-passing-game,"Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Hard,False,1696
2802,2802,2800-2899,Find The K-th Lucky Number,找出第 K 个幸运数字,find-the-k-th-lucky-number,"Bit Manipulation|bit-manipulation|位运算,Math|math|数学,String|string|字符串",Medium,False,
2848,2848,2800-2899,Points That Intersect With Cars,与车相交的点,points-that-intersect-with-cars,"Array|array|数组,Hash Table|hash-table|哈希表,Prefix Sum|prefix-sum|前缀和",Easy,False,0056|0252|0253
2834,2834,2800-2899,Find the Minimum Possible Sum of a Beautiful Array,找出美丽数组的最小和,find-the-minimum-possible-sum-of-a-beautiful-array,"Greedy|greedy|贪心,Math|math|数学",Medium,False,
2851,2851,2800-2899,String Transformation,字符串转换,string-transformation,"Math|math|数学,String|string|字符串,Dynamic Programming|dynamic-programming|动态规划,String Matching|string-matching|字符串匹配",Hard,False,
2906,2906,2900-2999,Construct Product Matrix,构造乘积矩阵,construct-product-matrix,"Array|array|数组,Matrix|matrix|矩阵,Prefix Sum|prefix-sum|前缀和",Medium,False,0238
2835,2835,2800-2899,Minimum Operations to Form Subsequence With Target Sum,使子序列的和等于目标的最少操作次数,minimum-operations-to-form-subsequence-with-target-sum,"Greedy|greedy|贪心,Bit Manipulation|bit-manipulation|位运算,Array|array|数组",Hard,False,1498|1755
2827,2827,2800-2899,Number of Beautiful Integers in the Range,范围中美丽整数的数目,number-of-beautiful-integers-in-the-range,"Math|math|数学,Dynamic Programming|dynamic-programming|动态规划",Hard,False,
2792,2792,2700-2799,Count Nodes That Are Great Enough,计算足够大的节点数,count-nodes-that-are-great-enough,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Divide and Conquer|divide-and-conquer|分治,Binary Tree|binary-tree|二叉树",Hard,False,
2825,2825,2800-2899,Make String a Subsequence Using Cyclic Increments,循环增长使字符串子序列等于另一个字符串,make-string-a-subsequence-using-cyclic-increments,"Two Pointers|two-pointers|双指针,String|string|字符串",Medium,False,0392
2793,2793,2700-2799,Status of Flight Tickets,航班机票状态,status-of-flight-tickets,,Hard,False,
2833,2833,2800-2899,Furthest Point From Origin,距离原点最远的点,furthest-point-from-origin,"String|string|字符串,Counting|counting|计数",Easy,False,0657
2839,2839,2800-2899,Check if Strings Can be Made Equal With Operations I,判断通过操作能否让字符串相等 I,check-if-strings-can-be-made-equal-with-operations-i,String|string|字符串,Easy,False,
2817,2817,2800-2899,Minimum Absolute Difference Between Elements With Constraint,限制条件下元素之间的最小绝对差,minimum-absolute-difference-between-elements-with-constraint,"Array|array|数组,Binary Search|binary-search|二分查找,Ordered Set|ordered-set|有序集合",Medium,False,0532|2200|2903|2905
2843,2843,2800-2899,  Count Symmetric Integers,统计对称整数的数目,count-symmetric-integers,"Math|math|数学,Enumeration|enumeration|枚举",Easy,False,0009|1837
2783,2783,2700-2799,Flight Occupancy and Waitlist Analysis,航班入座率和等待名单分析,flight-occupancy-and-waitlist-analysis,Database|database|数据库,Medium,False,
2830,2830,2800-2899,Maximize the Profit as the Salesman,销售利润最大化,maximize-the-profit-as-the-salesman,"Array|array|数组,Hash Table|hash-table|哈希表,Binary Search|binary-search|二分查找,Dynamic Programming|dynamic-programming|动态规划,Sorting|sorting|排序",Medium,False,
2818,2818,2800-2899,Apply Operations to Maximize Score,操作使得分最大,apply-operations-to-maximize-score,"Stack|stack|栈,Greedy|greedy|贪心,Array|array|数组,Math|math|数学,Number Theory|number-theory|数论,Monotonic Stack|monotonic-stack|单调栈",Hard,False,2454
2828,2828,2800-2899,Check if a String Is an Acronym of Words,判别首字母缩略词,check-if-a-string-is-an-acronym-of-words,"Array|array|数组,String|string|字符串",Easy,False,0527
2841,2841,2800-2899,Maximum Sum of Almost Unique Subarray,几乎唯一子数组的最大和,maximum-sum-of-almost-unique-subarray,"Array|array|数组,Hash Table|hash-table|哈希表,Sliding Window|sliding-window|滑动窗口",Medium,False,
2806,2806,2800-2899,Account Balance After Rounded Purchase,取整购买后的账户余额,account-balance-after-rounded-purchase,Math|math|数学,Easy,False,
2840,2840,2800-2899,Check if Strings Can be Made Equal With Operations II,判断通过操作能否让字符串相等 II,check-if-strings-can-be-made-equal-with-operations-ii,"Hash Table|hash-table|哈希表,String|string|字符串,Sorting|sorting|排序",Medium,False,
2782,2782,2700-2799,Number of Unique Categories,唯一类别的数量,number-of-unique-categories,"Union Find|union-find|并查集,Counting|counting|计数,Interactive|interactive|交互",Medium,False,
2857,2857,2800-2899,Count Pairs of Points With Distance k,统计距离为 k 的点对,count-pairs-of-points-with-distance-k,"Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Hash Table|hash-table|哈希表",Medium,False,
2822,2822,2800-2899,Inversion of Object,对象反转,inversion-of-object,,Easy,False,
2801,2801,2800-2899,Count Stepping Numbers in Range,统计范围内的步进数字数目,count-stepping-numbers-in-range,"String|string|字符串,Dynamic Programming|dynamic-programming|动态规划",Hard,False,1215
2808,2808,2800-2899,Minimum Seconds to Equalize a Circular Array,使循环数组所有元素相等的最少秒数,minimum-seconds-to-equalize-a-circular-array,"Array|array|数组,Hash Table|hash-table|哈希表",Medium,False,
2809,2809,2800-2899,Minimum Time to Make Array Sum At Most x,使数组和小于等于 x 的最少时间,minimum-time-to-make-array-sum-at-most-x,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Sorting|sorting|排序",Hard,False,
2773,2773,2700-2799,Height of Special Binary Tree,特殊二叉树的高度,height-of-special-binary-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Binary Tree|binary-tree|二叉树",Medium,False,
2811,2811,2800-2899,Check if it is Possible to Split Array,判断是否能拆分数组,check-if-it-is-possible-to-split-array,"Greedy|greedy|贪心,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Medium,False,
2790,2790,2700-2799,Maximum Number of Groups With Increasing Length,长度递增组的最大数目,maximum-number-of-groups-with-increasing-length,"Greedy|greedy|贪心,Array|array|数组,Math|math|数学,Binary Search|binary-search|二分查找,Sorting|sorting|排序",Hard,False,1282
2824,2824,2800-2899,Count Pairs Whose Sum is Less than Target,统计和小于目标的下标对数目,count-pairs-whose-sum-is-less-than-target,"Array|array|数组,Two Pointers|two-pointers|双指针,Binary Search|binary-search|二分查找,Sorting|sorting|排序",Easy,False,0001|2563
2823,2823,2800-2899,Deep Object Filter,深度对象筛选,deep-object-filter,,Medium,False,
2764,2764,2700-2799,Is Array a Preorder of Some ‌Binary Tree,数组是否表示某二叉树的前序遍历,is-array-a-preorder-of-some-binary-tree,"Stack|stack|栈,Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Binary Tree|binary-tree|二叉树",Medium,False,
2821,2821,2800-2899,Delay the Resolution of Each Promise,延迟每个 Promise 对象的解析,delay-the-resolution-of-each-promise,,Medium,False,
2845,2845,2800-2899,Count of Interesting Subarrays,统计趣味子数组的数目,count-of-interesting-subarrays,"Array|array|数组,Hash Table|hash-table|哈希表,Prefix Sum|prefix-sum|前缀和",Medium,False,0974|1248
2812,2812,2800-2899,Find the Safest Path in a Grid,找出最安全路径,find-the-safest-path-in-a-grid,"Breadth-First Search|breadth-first-search|广度优先搜索,Union Find|union-find|并查集,Array|array|数组,Binary Search|binary-search|二分查找,Matrix|matrix|矩阵",Medium,False,1631
2805,2805,2800-2899,Custom Interval,自定义间隔,custom-interval,,Medium,False,
2826,2826,2800-2899,Sorting Three Groups,将三个组排序,sorting-three-groups,"Array|array|数组,Binary Search|binary-search|二分查找,Dynamic Programming|dynamic-programming|动态规划",Medium,False,
2791,2791,2700-2799,Count Paths That Can Form a Palindrome in a Tree,树中可以形成回文的路径数,count-paths-that-can-form-a-palindrome-in-a-tree,"Bit Manipulation|bit-manipulation|位运算,Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Dynamic Programming|dynamic-programming|动态规划,Bitmask|bitmask|状态压缩",Hard,False,2867
2807,2807,2800-2899,Insert Greatest Common Divisors in Linked List,在链表中插入最大公约数,insert-greatest-common-divisors-in-linked-list,"Linked List|linked-list|链表,Math|math|数学,Number Theory|number-theory|数论",Medium,False,0206
2804,2804,2800-2899,Array Prototype ForEach,数组原型的 forEach 方法,array-prototype-foreach,,Easy,False,
2797,2797,2700-2799,Partial Function with Placeholders,带有占位符的部分函数,partial-function-with-placeholders,,Easy,False,
2815,2815,2800-2899,Max Pair Sum in an Array,数组中的最大数对和,max-pair-sum-in-an-array,"Array|array|数组,Hash Table|hash-table|哈希表",Easy,False,
2803,2803,2800-2899,Factorial Generator,阶乘生成器,factorial-generator,,Easy,False,
2786,2786,2700-2799,Visit Array Positions to Maximize Score,访问数组中的位置使分数最大,visit-array-positions-to-maximize-score,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Medium,False,0045|0877
2796,2796,2700-2799,Repeat String,重复字符串,repeat-string,,Easy,False,
2795,2795,2700-2799,Parallel Execution of Promises for Individual Results Retrieval,并行执行 Promise 以获取独有的结果,parallel-execution-of-promises-for-individual-results-retrieval,,Medium,False,
2784,2784,2700-2799,Check if Array is Good,检查数组是否是好的,check-if-array-is-good,"Array|array|数组,Hash Table|hash-table|哈希表,Sorting|sorting|排序",Easy,False,
2813,2813,2800-2899,Maximum Elegance of a K-Length Subsequence,子序列最大优雅度,maximum-elegance-of-a-k-length-subsequence,"Stack|stack|栈,Greedy|greedy|贪心,Array|array|数组,Hash Table|hash-table|哈希表,Sorting|sorting|排序,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,0502
2779,2779,2700-2799,Maximum Beauty of an Array After Applying Operation,数组的最大美丽值,maximum-beauty-of-an-array-after-applying-operation,"Array|array|数组,Binary Search|binary-search|二分查找,Sorting|sorting|排序,Sliding Window|sliding-window|滑动窗口",Medium,False,0325|2294
2753,2753,2700-2799,Count Houses in a Circular Street II,计算一个环形街道上的房屋数量 II,count-houses-in-a-circular-street-ii,,Hard,False,
2768,2768,2700-2799,Number of Black Blocks,黑格子的数目,number-of-black-blocks,"Array|array|数组,Hash Table|hash-table|哈希表,Enumeration|enumeration|枚举",Medium,False,
2785,2785,2700-2799,Sort Vowels in a String,将字符串中的元音字母排序,sort-vowels-in-a-string,"String|string|字符串,Sorting|sorting|排序",Medium,False,0345
2781,2781,2700-2799,Length of the Longest Valid Substring,最长合法子字符串的长度,length-of-the-longest-valid-substring,"Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串,Sliding Window|sliding-window|滑动窗口",Hard,False,
2743,2743,2700-2799,Count Substrings Without Repeating Character,计算没有重复字符的子字符串数量,count-substrings-without-repeating-character,"Hash Table|hash-table|哈希表,String|string|字符串,Sliding Window|sliding-window|滑动窗口",Medium,False,2953
2780,2780,2700-2799,Minimum Index of a Valid Split,合法分割的最小下标,minimum-index-of-a-valid-split,"Array|array|数组,Hash Table|hash-table|哈希表,Sorting|sorting|排序",Medium,False,0169|0915
2810,2810,2800-2899,Faulty Keyboard,故障键盘,faulty-keyboard,"String|string|字符串,Simulation|simulation|模拟",Easy,False,0345|0541|0917
2767,2767,2700-2799,Partition String Into Minimum Beautiful Substrings,将字符串分割为最少的美丽子字符串,partition-string-into-minimum-beautiful-substrings,"Hash Table|hash-table|哈希表,String|string|字符串,Dynamic Programming|dynamic-programming|动态规划,Backtracking|backtracking|回溯",Medium,False,1043|3144
2738,2738,2700-2799,Count Occurrences in Text,统计文本中单词的出现次数,count-occurrences-in-text,Database|database|数据库,Medium,False,
2788,2788,2700-2799,Split Strings by Separator,按分隔符拆分字符串,split-strings-by-separator,"Array|array|数组,String|string|字符串",Easy,False,1221
2772,2772,2700-2799,Apply Operations to Make All Array Elements Equal to Zero,使数组中的所有元素都等于零,apply-operations-to-make-all-array-elements-equal-to-zero,"Array|array|数组,Prefix Sum|prefix-sum|前缀和",Medium,False,0523|1343
2737,2737,2700-2799,Find the Closest Marked Node,找到最近的标记节点,find-the-closest-marked-node,"Graph|graph|图,Array|array|数组,Shortest Path|shortest-path|最短路,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Medium,False,
2800,2800,2800-2899,Shortest String That Contains Three Strings,包含三个字符串的最短字符串,shortest-string-that-contains-three-strings,"Greedy|greedy|贪心,String|string|字符串,Enumeration|enumeration|枚举",Medium,False,1092
2787,2787,2700-2799,Ways to Express an Integer as Sum of Powers,将一个数字表示成幂的和的方案数,ways-to-express-an-integer-as-sum-of-powers,Dynamic Programming|dynamic-programming|动态规划,Medium,False,0279|0377|0494
2911,2911,2900-2999,Minimum Changes to Make K Semi-palindromes,得到 K 个半回文串的最少修改次数,minimum-changes-to-make-k-semi-palindromes,"Two Pointers|two-pointers|双指针,String|string|字符串,Dynamic Programming|dynamic-programming|动态规划",Hard,False,1278
2728,2728,2700-2799,Count Houses in a Circular Street,计算一个环形街道上的房屋数量,count-houses-in-a-circular-street,"Array|array|数组,Interactive|interactive|交互",Easy,False,
2798,2798,2700-2799,Number of Employees Who Met the Target,满足目标工作时长的员工数目,number-of-employees-who-met-the-target,Array|array|数组,Easy,False,3065
2816,2816,2800-2899,Double a Number Represented as a Linked List,翻倍以链表形式表示的数字,double-a-number-represented-as-a-linked-list,"Stack|stack|栈,Linked List|linked-list|链表,Math|math|数学",Medium,False,0002|0369
2789,2789,2700-2799,Largest Element in an Array after Merge Operations,合并后数组中的最大元素,largest-element-in-an-array-after-merge-operations,"Greedy|greedy|贪心,Array|array|数组",Medium,False,0055|0198|1646
2761,2761,2700-2799,Prime Pairs With Target Sum,和等于目标值的质数对,prime-pairs-with-target-sum,"Array|array|数组,Math|math|数学,Enumeration|enumeration|枚举,Number Theory|number-theory|数论",Medium,False,0204
2765,2765,2700-2799,Longest Alternating Subarray,最长交替子数组,longest-alternating-subarray,"Array|array|数组,Enumeration|enumeration|枚举",Easy,False,0978
2720,2720,2700-2799,Popularity Percentage,受欢迎度百分比,popularity-percentage,Database|database|数据库,Hard,False,
2762,2762,2700-2799,Continuous Subarrays,不间断子数组,continuous-subarrays,"Queue|queue|队列,Array|array|数组,Ordered Set|ordered-set|有序集合,Sliding Window|sliding-window|滑动窗口,Monotonic Queue|monotonic-queue|单调队列,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Medium,False,
2750,2750,2700-2799,Ways to Split Array Into Good Subarrays,将数组划分成若干好子数组的方式,ways-to-split-array-into-good-subarrays,"Array|array|数组,Math|math|数学,Dynamic Programming|dynamic-programming|动态规划",Medium,False,0930|1248
2714,2714,2700-2799,Find Shortest Path with K Hops,找到 K 次跨越的最短路径,find-shortest-path-with-k-hops,"Graph|graph|图,Shortest Path|shortest-path|最短路,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,
2771,2771,2700-2799,Longest Non-decreasing Subarray From Two Arrays,构造最长非递减子数组,longest-non-decreasing-subarray-from-two-arrays,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Medium,False,0354|0646
2727,2727,2700-2799,Is Object Empty,判断对象是否为空,is-object-empty,,Easy,True,
